Datum,Verbrauch,Wind,Solar,Wind+Solar
2018-06-08,1426.78,80.92,195.11,276.03
2018-06-09,1210.89,83.64,189.12,272.76
2018-06-10,1112.54,112.46,174.51,286.97
2018-06-11,1433.18,186.89,169.02,355.92
2018-06-12,1434.53,218.31,121.27,339.57
2018-06-13,1426.72,214.74,88.83,303.57
2018-06-14,1429.3,208.82,187.83,396.65
2018-06-15,1405.36,36.66,183.2,219.86
2018-06-16,1177.84,71.93,193.54,265.48
2018-06-17,1086.87,211.53,170.76,382.3
2018-06-18,1422.05,204.36,166.4,370.76
2018-06-19,1457.31,201.53,151.57,353.1
2018-06-20,1462.89,196.79,215.13,411.92
2018-06-21,1462.58,524.11,181.05,705.16
2018-06-22,1407.56,573.72,160.95,734.67
2018-06-23,1170.53,466.82,148.41,615.24
2018-06-24,1074.28,226.84,129.42,356.26
2018-06-25,1401.59,197.64,158.81,356.45
2018-06-26,1422.32,94.46,171.64,266.1
2018-06-27,1422.82,143.65,216.26,359.91
2018-06-28,1439.36,206.43,161.52,367.95
2018-06-29,1405.7,201.33,212.04,413.37
2018-06-30,1179.02,250.02,244.75,494.78
2018-07-01,1084.06,279.72,255.43,535.15
2018-07-02,1400.48,140.8,257.69,398.5
2018-07-03,1440.05,82.02,241.39,323.41
2018-07-04,1449.51,43.89,200.33,244.22
2018-07-05,1453.46,144.74,169.76,314.5
2018-07-06,1418.01,296.64,156.51,453.15
2018-07-07,1170.72,294.7,236.1,530.8
2018-07-08,1068.58,163.12,228.02,391.14
2018-07-09,1382.33,290.65,192.35,483.0
2018-07-10,1386.08,171.35,123.84,295.19
2018-07-11,1376.85,120.45,131.81,252.26
2018-07-12,1374.32,161.34,163.33,324.67
2018-07-13,1360.02,138.91,218.13,357.05
2018-07-14,1131.52,88.86,208.15,297.01
2018-07-15,1040.52,61.07,207.46,268.53
2018-07-16,1339.62,48.54,209.68,258.23
2018-07-17,1372.26,134.18,205.62,339.81
2018-07-18,1376.83,225.99,215.61,441.61
2018-07-19,1366.9,118.92,223.63,342.55
2018-07-20,1339.39,81.53,211.04,292.57
2018-07-21,1130.28,77.85,125.1,202.95
2018-07-22,1056.97,74.93,136.17,211.1
2018-07-23,1365.42,43.25,200.09,243.34
2018-07-24,1398.01,35.8,227.12,262.92
2018-07-25,1417.9,77.38,207.92,285.3
2018-07-26,1419.85,162.67,222.22,384.89
2018-07-27,1398.56,240.11,209.75,449.86
2018-07-28,1186.1,236.22,167.97,404.19
2018-07-29,1072.38,136.96,200.54,337.5
2018-07-30,1371.45,103.1,207.33,310.43
2018-07-31,1405.77,136.42,206.79,343.21
2018-08-01,1396.35,93.66,181.82,275.47
2018-08-02,1403.75,80.17,194.36,274.54
2018-08-03,1382.45,66.13,213.28,279.41
2018-08-04,1194.24,118.05,190.05,308.09
2018-08-05,1080.45,197.02,194.36,391.38
2018-08-06,1366.92,86.47,224.43,310.9
2018-08-07,1403.33,147.08,191.14,338.22
2018-08-08,1423.76,286.17,169.54,455.71
2018-08-09,1406.06,299.83,180.58,480.41
2018-08-10,1357.88,419.37,150.61,569.98
2018-08-11,1132.39,398.53,182.28,580.81
2018-08-12,1030.43,132.1,211.6,343.7
2018-08-13,1338.31,176.32,129.61,305.94
2018-08-14,1352.48,299.39,135.62,435.01
2018-08-15,1313.37,115.65,142.1,257.75
2018-08-16,1358.86,159.09,212.89,371.98
2018-08-17,1342.59,123.02,179.48,302.5
2018-08-18,1171.28,156.67,187.38,344.05
2018-08-19,1078.47,184.45,198.95,383.39
2018-08-20,1369.53,170.46,144.67,315.14
2018-08-21,1380.03,50.28,171.58,221.86
2018-08-22,1408.0,90.93,199.01,289.94
2018-08-23,1426.68,150.37,160.33,310.7
2018-08-24,1386.02,327.21,108.22,435.43
2018-08-25,1154.65,297.18,96.42,393.59
2018-08-26,1056.39,225.92,184.3,410.22
2018-08-27,1401.59,507.71,121.04,628.74
2018-08-28,1388.3,93.99,165.91,259.9
2018-08-29,1404.5,183.38,177.24,360.62
2018-08-30,1408.86,331.21,81.66,412.88
2018-08-31,1347.9,155.55,102.99,258.54
2018-09-01,1145.19,98.26,122.42,220.68
2018-09-02,1074.28,170.54,78.14,248.68
2018-09-03,1382.46,167.51,96.69,264.2
2018-09-04,1402.14,83.12,136.61,219.73
2018-09-05,1397.23,78.25,167.42,245.66
2018-09-06,1411.0,116.16,140.73,256.88
2018-09-07,1384.59,218.44,102.42,320.86
2018-09-08,1174.03,275.99,172.19,448.18
2018-09-09,1072.83,155.1,161.91,317.0
2018-09-10,1385.47,180.28,136.24,316.52
2018-09-11,1434.74,434.88,161.73,596.62
2018-09-12,1422.91,213.16,153.09,366.26
2018-09-13,1406.76,61.17,88.61,149.78
2018-09-14,1376.41,146.25,107.78,254.03
2018-09-15,1163.97,233.76,131.63,365.4
2018-09-16,1069.9,178.31,169.8,348.11
2018-09-17,1375.4,128.75,169.02,297.77
2018-09-18,1455.78,357.17,170.26,527.43
2018-09-19,1450.31,342.51,153.55,496.07
2018-09-20,1447.56,329.21,154.88,484.09
2018-09-21,1458.55,734.19,93.47,827.66
2018-09-22,1207.23,541.04,111.12,652.17
2018-09-23,1114.63,382.64,50.43,433.06
2018-09-24,1423.83,598.47,131.06,729.53
2018-09-25,1407.1,188.19,160.26,348.45
2018-09-26,1451.96,492.55,147.66,640.21
2018-09-27,1426.4,314.31,156.95,471.26
2018-09-28,1422.55,358.93,121.81,480.74
2018-09-29,1194.31,207.02,159.67,366.69
2018-09-30,1102.69,195.83,161.75,357.58
2018-10-01,1416.22,342.99,76.56,419.55
2018-10-02,1453.85,704.39,55.06,759.45
2018-10-03,1198.79,591.73,86.26,677.99
2018-10-04,1388.49,218.14,111.89,330.03
2018-10-05,1378.31,221.46,155.98,377.44
2018-10-06,1183.79,183.96,125.39,309.35
2018-10-07,1100.77,211.96,92.47,304.43
2018-10-08,1405.07,198.02,115.6,313.63
2018-10-09,1423.95,168.32,106.62,274.94
2018-10-10,1418.34,271.05,131.03,402.08
2018-10-11,1447.02,378.2,131.7,509.9
2018-10-12,1403.99,326.38,134.78,461.16
2018-10-13,1183.05,365.33,137.38,502.71
2018-10-14,1101.2,400.27,137.12,537.39
2018-10-15,1381.8,153.49,124.53,278.02
2018-10-16,1405.67,52.17,108.04,160.22
2018-10-17,1407.04,50.38,116.47,166.85
2018-10-18,1429.42,157.0,85.44,242.44
2018-10-19,1390.18,49.8,86.41,136.21
2018-10-20,1211.98,116.32,86.94,203.26
2018-10-21,1141.94,149.36,103.53,252.88
2018-10-22,1464.4,338.29,81.7,419.99
2018-10-23,1533.41,864.21,28.19,892.4
2018-10-24,1506.7,661.1,38.54,699.64
2018-10-25,1492.81,576.14,36.8,612.94
2018-10-26,1449.13,429.06,51.66,480.73
2018-10-27,1245.71,358.26,37.15,395.4
2018-10-28,1166.88,466.23,27.39,493.63
2018-10-29,1496.91,572.82,15.99,588.81
2018-10-30,1508.17,728.08,43.39,771.46
2018-10-31,1401.62,438.15,78.59,516.74
2018-11-01,1277.24,298.99,44.72,343.71
2018-11-02,1358.95,317.43,55.99,373.42
2018-11-03,1220.34,166.18,56.75,222.94
2018-11-04,1130.93,188.3,22.23,210.53
2018-11-05,1437.18,210.98,45.46,256.44
2018-11-06,1468.57,243.39,70.84,314.23
2018-11-07,1487.78,272.71,80.61,353.32
2018-11-08,1476.52,174.12,44.32,218.44
2018-11-09,1463.2,242.36,34.65,277.02
2018-11-10,1275.4,491.68,35.84,527.52
2018-11-11,1162.81,529.95,42.74,572.69
2018-11-12,1453.01,316.07,41.93,358.0
2018-11-13,1504.55,485.89,23.39,509.29
2018-11-14,1505.33,234.61,49.39,284.0
2018-11-15,1515.76,187.34,44.13,231.47
2018-11-16,1512.41,368.87,75.88,444.76
2018-11-17,1338.07,447.44,80.9,528.34
2018-11-18,1199.82,366.33,69.17,435.5
2018-11-19,1547.96,673.5,18.84,692.34
2018-11-20,1588.06,732.44,22.05,754.49
2018-11-21,1572.39,396.55,16.58,413.12
2018-11-22,1570.71,186.75,20.62,207.37
2018-11-23,1521.82,98.34,29.98,128.33
2018-11-24,1314.07,107.99,16.34,124.32
2018-11-25,1225.95,178.7,21.65,200.34
2018-11-26,1525.69,240.9,11.1,252.01
2018-11-27,1556.96,147.99,15.97,163.96
2018-11-28,1622.75,534.63,35.07,569.7
2018-11-29,1615.72,655.1,31.41,686.51
2018-11-30,1569.89,447.28,12.41,459.68
2018-12-01,1342.91,454.2,27.3,481.5
2018-12-02,1245.78,648.29,8.03,656.32
2018-12-03,1541.25,609.18,17.74,626.91
2018-12-04,1564.28,487.26,31.01,518.27
2018-12-05,1578.88,346.9,32.67,379.57
2018-12-06,1581.27,500.78,10.87,511.65
2018-12-07,1560.23,787.33,11.7,799.03
2018-12-08,1374.45,998.9,18.14,1017.04
2018-12-09,1269.84,888.05,11.51,899.56
2018-12-10,1598.13,842.06,23.73,865.79
2018-12-11,1596.18,476.05,18.57,494.62
2018-12-12,1575.5,167.25,17.31,184.56
2018-12-13,1593.43,263.04,19.74,282.78
2018-12-14,1575.09,165.8,9.68,175.47
2018-12-15,1384.58,283.69,9.25,292.94
2018-12-16,1302.01,294.83,7.83,302.66
2018-12-17,1530.03,193.62,12.76,206.38
2018-12-18,1556.58,343.37,31.16,374.53
2018-12-19,1569.21,457.76,9.89,467.65
2018-12-20,1511.56,378.97,18.42,397.39
2018-12-21,1434.22,754.43,6.57,761.0
2018-12-22,1238.79,519.33,11.55,530.88
2018-12-23,1140.24,405.05,9.5,414.55
2018-12-24,1130.75,356.75,19.31,376.06
2018-12-25,1097.55,552.75,18.84,571.59
2018-12-26,1127.19,403.2,24.22,427.43
2018-12-27,1266.52,282.81,27.66,310.47
2018-12-28,1263.66,228.76,27.56,256.32
2018-12-29,1227.45,533.09,10.39,543.48
2018-12-30,1131.56,565.67,12.45,578.12
2018-12-31,1148.1,245.13,9.33,254.46
2019-01-01,1096.82,815.24,10.09,825.33
2019-01-02,1387.56,666.61,31.12,697.73
2019-01-03,1450.35,288.82,22.53,311.35
2019-01-04,1465.72,550.14,9.58,559.72
2019-01-05,1302.06,595.73,6.81,602.54
2019-01-06,1188.78,245.99,11.84,257.83
2019-01-07,1505.44,465.92,10.43,476.35
2019-01-08,1592.42,962.24,13.5,975.74
2019-01-09,1605.54,760.42,13.0,773.42
2019-01-10,1553.38,172.92,10.98,183.9
2019-01-11,1586.66,510.71,5.34,516.05
2019-01-12,1354.62,731.11,6.87,737.99
2019-01-13,1280.47,907.16,6.07,913.24
2019-01-14,1580.88,829.82,25.28,855.1
2019-01-15,1597.21,829.47,15.1,844.57
2019-01-16,1587.3,728.91,31.04,759.95
2019-01-17,1598.74,737.77,20.16,757.93
2019-01-18,1539.86,238.37,47.41,285.79
2019-01-19,1331.77,135.33,63.1,198.43
2019-01-20,1251.39,59.28,53.51,112.79
2019-01-21,1565.74,133.39,51.72,185.11
2019-01-22,1629.26,297.14,37.54,334.68
2019-01-23,1636.41,161.61,27.04,188.64
2019-01-24,1614.5,48.16,14.51,62.67
2019-01-25,1596.46,199.92,16.24,216.15
2019-01-26,1387.76,507.32,11.53,518.85
2019-01-27,1252.5,578.11,23.96,602.07
2019-01-28,1564.52,495.93,24.38,520.3
2019-01-29,1573.59,345.6,35.96,381.56
2019-01-30,1581.91,445.39,33.92,479.31
2019-01-31,1568.67,251.02,54.46,305.48
2019-02-01,1567.73,340.53,20.37,360.9
2019-02-02,1324.35,117.69,20.03,137.72
2019-02-03,1250.15,292.18,19.59,311.77
2019-02-04,1554.44,493.66,56.59,550.25
2019-02-05,1590.85,351.17,35.25,386.42
2019-02-06,1573.67,362.08,54.64,416.72
2019-02-07,1600.48,617.21,27.67,644.88
2019-02-08,1560.22,782.35,55.58,837.93
2019-02-09,1356.9,927.51,57.35,984.85
2019-02-10,1239.84,793.5,25.34,818.84
2019-02-11,1576.91,790.92,40.1,831.02
2019-02-12,1567.66,464.46,46.59,511.06
2019-02-13,1572.78,458.15,72.1,530.25
2019-02-14,1535.4,184.36,102.96,287.32
2019-02-15,1508.12,216.37,126.46,342.84
2019-02-16,1280.43,373.38,127.75,501.13
2019-02-17,1172.94,218.99,121.89,340.88
2019-02-18,1479.72,259.18,130.74,389.92
2019-02-19,1542.97,578.83,66.62,645.45
2019-02-20,1518.22,366.92,75.16,442.08
2019-02-21,1511.2,412.84,63.61,476.45
2019-02-22,1491.58,237.05,47.57,284.62
2019-02-23,1278.69,211.99,128.44,340.43
2019-02-24,1168.17,99.88,127.71,227.59
2019-02-25,1450.75,117.98,138.89,256.87
2019-02-26,1480.46,80.4,131.28,211.68
2019-02-27,1489.01,201.88,149.45,351.34
2019-02-28,1480.4,424.53,121.55,546.08
2019-03-01,1474.22,209.8,31.87,241.67
2019-03-02,1267.02,279.26,35.21,314.47
2019-03-03,1183.08,845.94,48.66,894.59
2019-03-04,1471.04,944.43,60.34,1004.76
2019-03-05,1499.88,734.93,70.02,804.95
2019-03-06,1493.38,609.52,100.06,709.58
2019-03-07,1510.11,865.26,69.87,935.13
2019-03-08,1480.48,794.14,83.47,877.62
2019-03-09,1284.16,925.11,59.29,984.4
2019-03-10,1171.43,536.96,51.35,588.31
2019-03-11,1497.81,637.04,66.67,703.71
2019-03-12,1504.04,704.67,110.94,815.61
2019-03-13,1547.06,954.65,79.84,1034.49
2019-03-14,1551.26,891.2,34.12,925.33
2019-03-15,1521.45,917.49,36.13,953.62
2019-03-16,1273.49,781.86,53.09,834.95
2019-03-17,1198.15,775.32,103.2,878.53
2019-03-18,1494.3,704.19,101.95,806.14
2019-03-19,1497.91,197.48,135.39,332.87
2019-03-20,1481.71,247.78,160.75,408.52
2019-03-21,1460.82,217.27,165.04,382.32
2019-03-22,1421.13,120.37,164.43,284.8
2019-03-23,1212.56,190.0,155.15,345.15
2019-03-24,1116.66,193.38,137.48,330.86
2019-03-25,1454.78,583.69,109.08,692.77
2019-03-26,1477.7,452.29,86.0,538.28
2019-03-27,1464.56,244.07,91.98,336.05
2019-03-28,1443.31,112.57,102.48,215.06
2019-03-29,1396.55,145.0,174.86,319.86
2019-03-30,1184.71,158.48,204.36,362.84
2019-03-31,1116.01,268.34,168.9,437.24
2019-04-01,1403.0,321.03,214.22,535.26
2019-04-02,1458.39,440.39,176.23,616.61
2019-04-03,1445.24,184.06,119.34,303.4
2019-04-04,1457.12,159.44,106.58,266.02
2019-04-05,1435.7,120.3,79.48,199.78
2019-04-06,1187.17,195.13,173.18,368.31
2019-04-07,1094.28,162.79,187.0,349.79
2019-04-08,1399.26,224.52,145.58,370.1
2019-04-09,1446.35,289.9,145.91,435.81
2019-04-10,1448.94,306.57,154.26,460.83
2019-04-11,1440.6,222.91,150.21,373.12
2019-04-12,1428.13,198.18,112.02,310.2
2019-04-13,1231.67,284.34,122.77,407.11
2019-04-14,1141.72,321.99,115.32,437.31
2019-04-15,1398.07,390.9,225.37,616.27
2019-04-16,1441.1,427.71,221.23,648.95
2019-04-17,1424.5,397.09,201.04,598.13
2019-04-18,1367.39,473.28,234.75,708.03
2019-04-19,1059.13,314.9,238.02,552.92
2019-04-20,1044.82,173.46,238.19,411.65
2019-04-21,943.26,155.98,239.75,395.72
2019-04-22,1013.17,530.86,236.69,767.55
2019-04-23,1365.2,746.86,186.88,933.75
2019-04-24,1388.29,507.7,207.95,715.65
2019-04-25,1394.65,331.06,211.87,542.93
2019-04-26,1380.62,272.0,108.08,380.07
2019-04-27,1161.58,264.57,126.03,390.61
2019-04-28,1089.07,111.83,133.51,245.34
2019-04-29,1403.84,272.06,101.92,373.97
2019-04-30,1368.02,171.33,198.0,369.32
2019-05-01,1073.96,293.09,186.97,480.06
2019-05-02,1381.41,461.57,165.54,627.11
2019-05-03,1387.25,399.75,125.89,525.64
2019-05-04,1195.6,315.49,116.46,431.95
2019-05-05,1114.62,254.68,153.2,407.88
2019-05-06,1433.58,334.6,140.55,475.15
2019-05-07,1429.75,123.72,174.98,298.7
2019-05-08,1445.62,357.84,113.91,471.75
2019-05-09,1428.33,242.04,143.07,385.11
2019-05-10,1400.47,210.86,144.46,355.32
2019-05-11,1183.4,283.71,109.65,393.36
2019-05-12,1090.83,392.4,180.04,572.43
2019-05-13,1377.55,279.42,238.4,517.82
2019-05-14,1414.19,247.1,205.97,453.07
2019-05-15,1430.39,234.94,179.29,414.23
2019-05-16,1451.44,280.75,96.4,377.15
2019-05-17,1404.04,178.24,170.62,348.86
2019-05-18,1148.23,148.22,232.76,380.97
2019-05-19,1062.14,138.9,207.6,346.5
2019-05-20,1388.96,205.14,101.13,306.27
2019-05-21,1438.24,390.41,84.3,474.71
2019-05-22,1422.86,388.67,101.36,490.02
2019-05-23,1401.34,122.62,239.99,362.61
2019-05-24,1376.22,208.09,227.1,435.19
2019-05-25,1136.89,153.9,173.42,327.33
2019-05-26,1066.32,405.94,194.03,599.97
2019-05-27,1375.23,304.43,153.06,457.5
2019-05-28,1392.76,149.03,121.57,270.59
2019-05-29,1359.63,125.51,183.07,308.58
2019-05-30,1098.23,388.6,190.35,578.94
2019-05-31,1208.27,179.21,167.99,347.2
2019-06-01,1125.06,136.52,244.57,381.08
2019-06-02,1060.7,210.62,255.45,466.06
2019-06-03,1391.11,197.49,211.2,408.69
2019-06-04,1417.67,198.39,235.85,434.24
2019-06-05,1436.94,247.34,235.07,482.42
2019-06-06,1413.8,327.28,134.83,462.1
2019-06-07,1350.29,289.97,241.21,531.19
2019-06-08,1147.7,605.2,188.87,794.07
2019-06-09,1003.23,188.55,222.51,411.06
2019-06-10,1042.26,231.3,150.68,381.99
2019-06-11,1355.12,143.38,162.77,306.15
2019-06-12,1415.59,204.67,139.64,344.31
2019-06-13,1376.29,258.65,229.38,488.03
2019-06-14,1369.67,200.3,214.39,414.69
2019-06-15,1163.83,335.15,189.81,524.96
2019-06-16,1061.4,104.87,152.44,257.31
2019-06-17,1376.22,92.92,240.8,333.72
2019-06-18,1425.26,115.71,238.62,354.33
2019-06-19,1410.5,151.59,226.36,377.96
2019-06-20,1185.6,142.81,161.66,304.47
2019-06-21,1258.36,96.73,204.38,301.11
2019-06-22,1123.62,171.44,190.93,362.37
2019-06-23,1047.37,267.94,223.73,491.66
2019-06-24,1400.39,340.0,258.8,598.8
2019-06-25,1452.48,190.84,248.35,439.19
2019-06-26,1470.48,298.54,243.54,542.08
2019-06-27,1439.21,330.62,239.68,570.3
2019-06-28,1371.2,80.23,250.96,331.19
2019-06-29,1164.38,79.54,264.54,344.08
2019-06-30,1102.34,345.21,253.27,598.47
2019-07-01,1430.96,397.0,196.8,593.8
2019-07-02,1412.41,386.52,217.66,604.18
2019-07-03,1404.26,282.55,228.26,510.81
2019-07-04,1411.51,304.51,248.45,552.96
2019-07-05,1384.62,278.92,190.64,469.56
2019-07-06,1165.86,366.46,184.71,551.18
2019-07-07,1060.56,378.09,148.75,526.84
2019-07-08,1365.87,266.3,161.95,428.25
2019-07-09,1385.24,238.59,176.79,415.38
2019-07-10,1373.81,118.63,233.62,352.25
2019-07-11,1380.38,53.3,122.44,175.74
2019-07-12,1368.0,97.03,142.25,239.28
2019-07-13,1144.2,201.59,136.18,337.77
2019-07-14,1039.08,141.91,131.05,272.96
2019-07-15,1343.06,210.86,147.97,358.83
2019-07-16,1375.52,231.15,184.03,415.18
2019-07-17,1362.96,35.9,207.21,243.11
2019-07-18,1379.03,76.88,215.28,292.16
2019-07-19,1347.8,82.8,157.72,240.52
2019-07-20,1136.87,254.01,204.02,458.03
2019-07-21,1044.77,262.42,190.78,453.21
2019-07-22,1342.34,166.67,197.76,364.43
2019-07-23,1374.01,72.21,247.13,319.34
2019-07-24,1395.98,147.22,242.29,389.52
2019-07-25,1410.42,168.46,233.04,401.5
2019-07-26,1386.57,366.56,226.36,592.92
2019-07-27,1141.75,419.84,177.7,597.54
2019-07-28,1055.72,215.97,136.64,352.61
2019-07-29,1337.17,96.88,137.29,234.17
2019-07-30,1380.32,87.21,174.2,261.41
2019-07-31,1361.27,147.51,135.6,283.11
2019-08-01,1330.42,58.95,192.6,251.55
2019-08-02,1305.06,63.76,163.31,227.07
2019-08-03,1086.43,95.07,159.7,254.76
2019-08-04,1001.21,54.08,207.06,261.14
2019-08-05,1278.04,110.08,143.36,253.43
2019-08-06,1315.79,151.99,165.69,317.68
2019-08-07,1324.1,201.03,107.22,308.25
2019-08-08,1326.62,319.85,197.43,517.28
2019-08-09,1318.76,203.2,170.1,373.3
2019-08-10,1132.4,588.61,130.18,718.79
2019-08-11,1043.49,367.73,204.19,571.92
2019-08-12,1299.03,257.92,132.08,390.0
2019-08-13,1313.68,256.4,161.22,417.63
2019-08-14,1293.65,175.85,200.4,376.25
2019-08-15,1302.13,391.68,111.54,503.21
2019-08-16,1261.13,211.25,183.57,394.81
2019-08-17,1100.02,391.41,98.42,489.83
2019-08-18,1024.43,271.48,155.08,426.56
2019-08-19,1317.02,289.03,160.03,449.06
2019-08-20,1325.53,145.16,109.48,254.65
2019-08-21,1310.22,73.96,198.69,272.65
2019-08-22,1316.37,147.06,215.33,362.4
2019-08-23,1299.61,96.74,210.88,307.62
2019-08-24,1104.17,169.46,208.46,377.92
2019-08-25,1035.89,124.35,197.72,322.08
2019-08-26,1362.85,75.86,193.21,269.08
2019-08-27,1407.07,98.09,189.6,287.69
2019-08-28,1407.17,93.92,170.47,264.38
2019-08-29,1388.31,97.59,146.98,244.57
2019-08-30,1349.32,60.12,189.67,249.79
2019-08-31,1135.98,162.76,204.41,367.17
2019-09-01,1036.76,248.77,135.87,384.64
2019-09-02,1302.33,204.61,157.7,362.31
2019-09-03,1335.21,323.47,165.32,488.79
2019-09-04,1344.78,303.17,191.19,494.37
2019-09-05,1365.83,460.18,120.83,581.0
2019-09-06,1320.78,290.42,153.44,443.86
2019-09-07,1105.61,95.43,90.16,185.59
2019-09-08,1035.92,35.05,89.77,124.82
2019-09-09,1328.43,122.71,70.52,193.23
2019-09-10,1348.5,288.61,169.34,457.95
2019-09-11,1368.91,373.85,166.76,540.6
2019-09-12,1387.52,299.17,135.14,434.32
2019-09-13,1366.62,327.12,129.01,456.13
2019-09-14,1118.72,119.3,182.11,301.41
2019-09-15,1043.85,419.92,176.45,596.36
2019-09-16,1341.09,203.37,101.73,305.1
2019-09-17,1372.02,591.53,121.19,712.72
2019-09-18,1353.23,438.49,170.2,608.68
2019-09-19,1359.47,179.98,176.15,356.13
2019-09-20,1329.68,121.9,170.27,292.17
2019-09-21,1134.31,177.98,191.38,369.37
2019-09-22,1051.6,237.8,157.29,395.09
2019-09-23,1378.21,167.55,79.77,247.32
2019-09-24,1398.02,142.93,98.54,241.48
2019-09-25,1399.13,161.04,79.69,240.73
2019-09-26,1407.39,281.38,67.85,349.23
2019-09-27,1385.15,389.04,72.51,461.55
2019-09-28,1155.85,669.43,103.81,773.24
2019-09-29,1087.6,685.12,95.53,780.65
2019-09-30,1391.74,750.95,94.66,845.61
2019-10-01,1429.26,411.75,79.55,491.3
2019-10-02,1390.43,451.2,82.29,533.49
2019-10-03,1105.3,228.38,85.1,313.48
2019-10-04,1238.36,301.06,47.19,348.24
2019-10-05,1128.67,301.04,62.62,363.66
2019-10-06,1107.79,344.59,66.54,411.12
2019-10-07,1385.28,189.2,99.92,289.12
2019-10-08,1430.23,550.51,39.14,589.65
2019-10-09,1426.86,556.61,55.42,612.03
2019-10-10,1433.92,672.12,81.45,753.57
2019-10-11,1419.39,835.98,84.29,920.27
2019-10-12,1178.37,552.39,117.21,669.6
2019-10-13,1100.64,466.54,116.8,583.34
2019-10-14,1385.85,314.11,133.35,447.46
2019-10-15,1441.27,214.06,101.41,315.47
2019-10-16,1459.22,428.63,81.08,509.71
2019-10-17,1443.27,306.17,78.6,384.77
2019-10-18,1421.16,539.81,78.19,618.0
2019-10-19,1188.19,451.87,45.64,497.52
2019-10-20,1091.36,140.27,71.23,211.5
2019-10-21,1410.17,179.3,59.21,238.51
2019-10-22,1438.18,164.17,72.05,236.22
2019-10-23,1456.92,172.34,68.11,240.45
2019-10-24,1450.73,287.41,64.38,351.79
2019-10-25,1414.55,537.4,83.12,620.52
2019-10-26,1208.07,717.07,101.4,818.48
2019-10-27,1110.76,581.3,61.64,642.95
2019-10-28,1429.79,273.72,70.35,344.07
2019-10-29,1463.42,134.58,59.78,194.36
2019-10-30,1461.87,124.03,79.76,203.79
2019-10-31,1366.98,190.34,102.16,292.5
2019-11-01,1235.51,427.68,38.14,465.82
2019-11-02,1186.34,598.64,41.26,639.89
2019-11-03,1101.06,291.66,35.29,326.94
2019-11-04,1413.41,262.85,47.4,310.25
2019-11-05,1459.3,212.18,36.07,248.25
2019-11-06,1485.84,106.74,31.67,138.41
2019-11-07,1500.87,293.41,55.46,348.87
2019-11-08,1473.37,142.57,33.07,175.64
2019-11-09,1255.39,164.43,31.0,195.43
2019-11-10,1182.59,134.13,63.54,197.67
2019-11-11,1498.97,428.73,38.96,467.69
2019-11-12,1519.14,520.91,36.58,557.49
2019-11-13,1505.28,350.14,30.33,380.47
2019-11-14,1497.27,350.94,70.69,421.64
2019-11-15,1470.99,473.1,25.06,498.15
2019-11-16,1259.81,328.59,32.71,361.3
2019-11-17,1179.39,301.94,20.44,322.38
2019-11-18,1480.35,409.4,29.48,438.88
2019-11-19,1532.91,382.06,36.99,419.04
2019-11-20,1518.12,36.77,21.86,58.64
2019-11-21,1526.53,134.95,19.37,154.32
2019-11-22,1508.07,282.62,29.92,312.54
2019-11-23,1283.11,623.39,47.93,671.32
2019-11-24,1186.56,291.22,38.7,329.92
2019-11-25,1488.6,62.55,14.04,76.59
2019-11-26,1522.49,235.35,22.54,257.89
2019-11-27,1549.87,545.48,16.65,562.13
2019-11-28,1535.49,857.71,25.01,882.72
2019-11-29,1487.87,618.9,30.99,649.89
2019-11-30,1252.18,195.08,47.19,242.27
2019-12-01,1217.09,134.3,21.52,155.82
2019-12-02,1460.56,344.12,31.11,375.23
2019-12-03,1544.02,275.83,34.26,310.09
2019-12-04,1549.73,278.98,58.74,337.72
2019-12-05,1588.07,436.21,46.24,482.45
2019-12-06,1567.88,860.24,31.16,891.4
2019-12-07,1310.85,841.62,19.17,860.79
2019-12-08,1236.85,918.91,24.02,942.93
2019-12-09,1522.2,749.94,29.48,779.42
2019-12-10,1555.07,550.22,44.93,595.15
2019-12-11,1582.83,436.29,21.41,457.7
2019-12-12,1576.72,403.28,16.56,419.84
2019-12-13,1526.74,555.0,16.95,571.95
2019-12-14,1310.95,843.23,22.43,865.66
2019-12-15,1214.17,853.65,28.17,881.82
2019-12-16,1471.92,441.37,28.05,469.42
2019-12-17,1477.64,546.88,33.31,580.19
2019-12-18,1458.93,407.04,30.35,437.39
2019-12-19,1438.74,558.19,42.52,600.71
2019-12-20,1354.26,653.4,27.68,681.09
2019-12-21,1206.42,429.21,31.49,460.7
2019-12-22,1140.68,419.77,15.89,435.66
2019-12-23,1214.86,612.08,16.59,628.67
2019-12-24,1112.49,455.19,18.83,474.02
2019-12-25,1042.24,293.65,13.42,307.07
2019-12-26,1042.69,132.74,27.33,160.07
2019-12-27,1172.2,146.59,20.96,167.55
2019-12-28,1141.33,159.13,36.24,195.36
2019-12-29,1087.07,349.84,54.91,404.75
2019-12-30,1200.05,669.27,53.22,722.49
2019-12-31,1124.93,425.22,36.56,461.79
